Sig	ips	exposure	denovo
UV_Skin_D	HPSI0714i-burb_3	832.318331079776	shared
Skin_E	HPSI0714i-burb_3	0	shared
Skin_F	HPSI0714i-burb_3	0	shared
Skin_G	HPSI0714i-burb_3	0	shared
Skin_H	HPSI0714i-burb_3	0	shared
Skin_I	HPSI0714i-burb_3	0	shared
UV_Skin_J	HPSI0714i-burb_3	3683.10913656558	shared
Culture	HPSI0714i-iudw_1	0	shared
Skin_B	HPSI0714i-iudw_1	0	shared
Skin_C	HPSI0714i-iudw_1	0	shared
UV_Skin_D	HPSI0714i-iudw_1	740.314427312775	shared
Skin_E	HPSI0714i-iudw_1	0	shared
Skin_F	HPSI0714i-iudw_1	0	shared
Skin_G	HPSI0714i-iudw_1	553.108480176212	shared
Skin_H	HPSI0714i-iudw_1	383.421806167401	shared
Skin_I	HPSI0714i-iudw_1	0	shared
UV_Skin_J	HPSI0714i-iudw_1	2464.2109030837	shared
Culture	HPSI0714i-iudw_4	0	shared
Skin_B	HPSI0714i-iudw_4	0	shared
Skin_C	HPSI0714i-iudw_4	0	shared
UV_Skin_D	HPSI0714i-iudw_4	0	shared
Skin_E	HPSI0714i-iudw_4	0	shared
Skin_F	HPSI0714i-iudw_4	0	shared
Skin_G	HPSI0714i-iudw_4	102.666666666667	shared
Skin_H	HPSI0714i-iudw_4	0	shared
Skin_I	HPSI0714i-iudw_4	0	shared
UV_Skin_J	HPSI0714i-iudw_4	95.2193436960276	shared
Culture	HPSI0714i-jilk_3	0	shared
Skin_B	HPSI0714i-jilk_3	0	shared
Skin_C	HPSI0714i-jilk_3	0	shared
UV_Skin_D	HPSI0714i-jilk_3	427.032583754016	shared
Skin_E	HPSI0714i-jilk_3	0	shared
Skin_F	HPSI0714i-jilk_3	0	shared
Skin_G	HPSI0714i-jilk_3	310.340523175769	shared
Skin_H	HPSI0714i-jilk_3	188.11564938045	shared
Skin_I	HPSI0714i-jilk_3	0	shared
UV_Skin_J	HPSI0714i-jilk_3	919.955943093162	shared
Culture	HPSI0714i-jilk_4	0	shared
Skin_B	HPSI0714i-jilk_4	0	shared
Skin_C	HPSI0714i-jilk_4	0	shared
UV_Skin_D	HPSI0714i-jilk_4	434.302410186448	shared
Skin_E	HPSI0714i-jilk_4	0	shared
Skin_F	HPSI0714i-jilk_4	0	shared
Skin_G	HPSI0714i-jilk_4	319.854479308777	shared
Skin_H	HPSI0714i-jilk_4	166.924056389268	shared
Skin_I	HPSI0714i-jilk_4	0	shared
UV_Skin_J	HPSI0714i-jilk_4	900.590268303774	shared
Culture	HPSI0714i-keui_1	0	shared
Skin_B	HPSI0714i-keui_1	0	shared
Skin_C	HPSI0714i-keui_1	0	shared
UV_Skin_D	HPSI0714i-keui_1	0	shared
Skin_E	HPSI0714i-keui_1	0	shared
Skin_F	HPSI0714i-keui_1	0	shared
Skin_G	HPSI0714i-keui_1	59.0357142857143	shared
Skin_H	HPSI0714i-keui_1	0	shared
Skin_I	HPSI0714i-keui_1	0	shared
UV_Skin_J	HPSI0714i-keui_1	175.035714285714	shared
Culture	HPSI0714i-keui_4	0	shared
Skin_B	HPSI0714i-keui_4	0	shared
Skin_C	HPSI0714i-keui_4	0	shared
UV_Skin_D	HPSI0714i-keui_4	0	shared
Skin_E	HPSI0714i-keui_4	0	shared
Skin_F	HPSI0714i-keui_4	0	shared
Skin_G	HPSI0714i-keui_4	0	shared
Skin_H	HPSI0714i-keui_4	0	shared
Skin_I	HPSI0714i-keui_4	0	shared
UV_Skin_J	HPSI0714i-keui_4	191.85559566787	shared
Culture	HPSI0714i-kute_4	0	shared
Skin_B	HPSI0714i-kute_4	0	shared
Skin_C	HPSI0714i-kute_4	119.440459110473	shared
UV_Skin_D	HPSI0714i-kute_4	0	shared
Skin_E	HPSI0714i-kute_4	0	shared
Skin_F	HPSI0714i-kute_4	0	shared
Skin_G	HPSI0714i-kute_4	79.6269727403156	shared
Skin_H	HPSI0714i-kute_4	0	shared
Skin_I	HPSI0714i-kute_4	0	shared
UV_Skin_J	HPSI0714i-kute_4	74.2467718794835	shared
Culture	HPSI0714i-kute_5	0	shared
Skin_B	HPSI0714i-kute_5	0	shared
Skin_C	HPSI0714i-kute_5	110.604982206406	shared
UV_Skin_D	HPSI0714i-kute_5	304.91103202847	shared
Skin_E	HPSI0714i-kute_5	0	shared
Skin_F	HPSI0714i-kute_5	0	shared
Skin_G	HPSI0714i-kute_5	0	shared
Skin_H	HPSI0714i-kute_5	114.590747330961	shared
Skin_I	HPSI0714i-kute_5	158.434163701068	shared
UV_Skin_J	HPSI0714i-kute_5	0	shared
Culture	HPSI0714i-nufh_3	107.827272727273	shared
Skin_B	HPSI0714i-nufh_3	0	shared
Skin_C	HPSI0714i-nufh_3	0	shared
UV_Skin_D	HPSI0714i-nufh_3	0	shared
Skin_E	HPSI0714i-nufh_3	0	shared
Skin_F	HPSI0714i-nufh_3	0	shared
Skin_G	HPSI0714i-nufh_3	0	shared
Skin_H	HPSI0714i-nufh_3	0	shared
Skin_I	HPSI0714i-nufh_3	0	shared
UV_Skin_J	HPSI0714i-nufh_3	231.58961038961	shared
Culture	HPSI0714i-nufh_4	172.845188284519	shared
Skin_B	HPSI0714i-nufh_4	0	shared
Skin_C	HPSI0714i-nufh_4	0	shared
UV_Skin_D	HPSI0714i-nufh_4	0	shared
Skin_E	HPSI0714i-nufh_4	0	shared
Skin_F	HPSI0714i-nufh_4	0	shared
Skin_G	HPSI0714i-nufh_4	0	shared
Skin_H	HPSI0714i-nufh_4	0	shared
Skin_I	HPSI0714i-nufh_4	0	shared
UV_Skin_J	HPSI0714i-nufh_4	255.533472803347	shared
Culture	HPSI0714i-oatm_1	0	shared
Skin_B	HPSI0714i-oatm_1	0	shared
Skin_C	HPSI0714i-oatm_1	0	shared
UV_Skin_D	HPSI0714i-oatm_1	220.710178710179	shared
Skin_E	HPSI0714i-oatm_1	0	shared
Skin_F	HPSI0714i-oatm_1	0	shared
Skin_G	HPSI0714i-oatm_1	0	shared
Skin_H	HPSI0714i-oatm_1	0	shared
Skin_I	HPSI0714i-oatm_1	0	shared
UV_Skin_J	HPSI0714i-oatm_1	752.236985236985	shared
Culture	HPSI0714i-oatm_2	0	shared
Skin_B	HPSI0714i-oatm_2	0	shared
Skin_C	HPSI0714i-oatm_2	0	shared
UV_Skin_D	HPSI0714i-oatm_2	266.577535950253	shared
Skin_E	HPSI0714i-oatm_2	0	shared
Skin_F	HPSI0714i-oatm_2	0	shared
Skin_G	HPSI0714i-oatm_2	0	shared
Skin_H	HPSI0714i-oatm_2	0	shared
Skin_I	HPSI0714i-oatm_2	0	shared
UV_Skin_J	HPSI0714i-oatm_2	738.409638554217	shared
Culture	HPSI0714i-pipw_4	0	shared
Skin_B	HPSI0714i-pipw_4	0	shared
Skin_C	HPSI0714i-pipw_4	0	shared
UV_Skin_D	HPSI0714i-pipw_4	690.714997734481	shared
Skin_E	HPSI0714i-pipw_4	0	shared
Skin_F	HPSI0714i-pipw_4	0	shared
Skin_G	HPSI0714i-pipw_4	0	shared
Skin_H	HPSI0714i-pipw_4	0	shared
Skin_I	HPSI0714i-pipw_4	0	shared
UV_Skin_J	HPSI0714i-pipw_4	2164.54327140915	shared
Culture	HPSI0714i-pipw_5	0	shared
Skin_B	HPSI0714i-pipw_5	0	shared
Skin_C	HPSI0714i-pipw_5	0	shared
UV_Skin_D	HPSI0714i-pipw_5	0	shared
Skin_E	HPSI0714i-pipw_5	0	shared
Skin_F	HPSI0714i-pipw_5	0	shared
Skin_G	HPSI0714i-pipw_5	0	shared
Skin_H	HPSI0714i-pipw_5	0	shared
Skin_I	HPSI0714i-pipw_5	0	shared
UV_Skin_J	HPSI0714i-pipw_5	0	shared
Culture	HPSI0715i-aowh_2	0	shared
Skin_B	HPSI0715i-aowh_2	0	shared
Skin_C	HPSI0715i-aowh_2	0	shared
UV_Skin_D	HPSI0715i-aowh_2	0	shared
Skin_E	HPSI0715i-aowh_2	0	shared
Skin_F	HPSI0715i-aowh_2	0	shared
Skin_G	HPSI0715i-aowh_2	0	shared
Skin_H	HPSI0715i-aowh_2	0	shared
Skin_I	HPSI0715i-aowh_2	0	shared
UV_Skin_J	HPSI0715i-aowh_2	0	shared
Culture	HPSI0715i-meue_4	0	shared
Skin_B	HPSI0715i-meue_4	0	shared
Skin_C	HPSI0715i-meue_4	67.9598662207358	shared
UV_Skin_D	HPSI0715i-meue_4	0	shared
Skin_E	HPSI0715i-meue_4	0	shared
Skin_F	HPSI0715i-meue_4	0	shared
Skin_G	HPSI0715i-meue_4	43.3444816053512	shared
Skin_H	HPSI0715i-meue_4	0	shared
Skin_I	HPSI0715i-meue_4	0	shared
UV_Skin_J	HPSI0715i-meue_4	0	shared
Culture	HPSI0715i-meue_5	83.742033383915	shared
Skin_B	HPSI0715i-meue_5	0	shared
Skin_C	HPSI0715i-meue_5	0	shared
UV_Skin_D	HPSI0715i-meue_5	0	shared
Skin_E	HPSI0715i-meue_5	0	shared
Skin_F	HPSI0715i-meue_5	0	shared
Skin_G	HPSI0715i-meue_5	0	shared
Skin_H	HPSI0715i-meue_5	0	shared
Skin_I	HPSI0715i-meue_5	0	shared
UV_Skin_J	HPSI0715i-meue_5	389.604704097117	shared
Culture	HPSI0715i-zaie_1	0	shared
Skin_B	HPSI0715i-zaie_1	0	shared
Skin_C	HPSI0715i-zaie_1	40.1538461538462	shared
UV_Skin_D	HPSI0715i-zaie_1	0	shared
Skin_E	HPSI0715i-zaie_1	0	shared
Skin_F	HPSI0715i-zaie_1	0	shared
Skin_G	HPSI0715i-zaie_1	0	shared
Skin_H	HPSI0715i-zaie_1	0	shared
Skin_I	HPSI0715i-zaie_1	0	shared
UV_Skin_J	HPSI0715i-zaie_1	0	shared
Culture	HPSI0715i-zaie_5	0	shared
Skin_B	HPSI0715i-zaie_5	0	shared
Skin_C	HPSI0715i-zaie_5	0	shared
UV_Skin_D	HPSI0715i-zaie_5	0	shared
Skin_E	HPSI0715i-zaie_5	0	shared
Skin_F	HPSI0715i-zaie_5	0	shared
Skin_G	HPSI0715i-zaie_5	40.6525423728814	shared
Skin_H	HPSI0715i-zaie_5	0	shared
Skin_I	HPSI0715i-zaie_5	0	shared
UV_Skin_J	HPSI0715i-zaie_5	0	shared
Culture	HPSI0814i-bokz_5	0	shared
Skin_B	HPSI0814i-bokz_5	0	shared
Skin_C	HPSI0814i-bokz_5	0	shared
UV_Skin_D	HPSI0814i-bokz_5	165.813373253493	shared
Skin_E	HPSI0814i-bokz_5	0	shared
Skin_F	HPSI0814i-bokz_5	0	shared
Skin_G	HPSI0814i-bokz_5	0	shared
Skin_H	HPSI0814i-bokz_5	0	shared
Skin_I	HPSI0814i-bokz_5	0	shared
UV_Skin_J	HPSI0814i-bokz_5	804.37125748503	shared
Culture	HPSI0814i-bokz_6	0	shared
Skin_B	HPSI0814i-bokz_6	0	shared
Skin_C	HPSI0814i-bokz_6	0	shared
UV_Skin_D	HPSI0814i-bokz_6	206.6015625	shared
Skin_E	HPSI0814i-bokz_6	0	shared
Skin_F	HPSI0814i-bokz_6	0	shared
Skin_G	HPSI0814i-bokz_6	0	shared
Skin_H	HPSI0814i-bokz_6	0	shared
Skin_I	HPSI0814i-bokz_6	0	shared
UV_Skin_J	HPSI0814i-bokz_6	782.56640625	shared
Culture	HPSI0814i-doao_1	0	shared
Skin_B	HPSI0814i-doao_1	0	shared
Skin_C	HPSI0814i-doao_1	0	shared
UV_Skin_D	HPSI0814i-doao_1	334.46029082774	shared
Skin_E	HPSI0814i-doao_1	0	shared
Skin_F	HPSI0814i-doao_1	0	shared
Skin_G	HPSI0814i-doao_1	0	shared
Skin_H	HPSI0814i-doao_1	0	shared
Skin_I	HPSI0814i-doao_1	0	shared
UV_Skin_J	HPSI0814i-doao_1	476.925055928412	shared
Culture	HPSI0814i-doao_2	0	shared
Skin_B	HPSI0814i-doao_2	0	shared
Skin_C	HPSI0814i-doao_2	0	shared
UV_Skin_D	HPSI0814i-doao_2	356.362249761678	shared
Skin_E	HPSI0814i-doao_2	0	shared
Skin_F	HPSI0814i-doao_2	0	shared
Skin_G	HPSI0814i-doao_2	0	shared
Skin_H	HPSI0814i-doao_2	0	shared
Skin_I	HPSI0814i-doao_2	0	shared
UV_Skin_J	HPSI0814i-doao_2	581.619637750238	shared
Culture	HPSI0814i-siqu_11	0	shared
Skin_B	HPSI0814i-siqu_11	0	shared
Skin_C	HPSI0814i-siqu_11	0	shared
UV_Skin_D	HPSI0814i-siqu_11	805.294426612197	shared
Skin_E	HPSI0814i-siqu_11	0	shared
Skin_F	HPSI0814i-siqu_11	0	shared
Skin_G	HPSI0814i-siqu_11	391.65684271958	shared
Skin_H	HPSI0814i-siqu_11	0	shared
Skin_I	HPSI0814i-siqu_11	0	shared
UV_Skin_J	HPSI0814i-siqu_11	1594.10329734462	shared
Culture	HPSI0814i-siqu_4	0	shared
Skin_B	HPSI0814i-siqu_4	0	shared
Skin_C	HPSI0814i-siqu_4	0	shared
UV_Skin_D	HPSI0814i-siqu_4	794.81429624171	shared
Skin_E	HPSI0814i-siqu_4	0	shared
Skin_F	HPSI0814i-siqu_4	0	shared
Skin_G	HPSI0814i-siqu_4	451.805084745763	shared
Skin_H	HPSI0814i-siqu_4	0	shared
Skin_I	HPSI0814i-siqu_4	0	shared
UV_Skin_J	HPSI0814i-siqu_4	889.003316138541	shared
Culture	HPSI0814i-uepz_3	0	shared
Skin_B	HPSI0814i-uepz_3	0	shared
Skin_C	HPSI0814i-uepz_3	152.802580645161	shared
UV_Skin_D	HPSI0814i-uepz_3	167.283870967742	shared
Skin_E	HPSI0814i-uepz_3	0	shared
Skin_F	HPSI0814i-uepz_3	0	shared
Skin_G	HPSI0814i-uepz_3	145.811612903226	shared
Skin_H	HPSI0814i-uepz_3	127.335483870968	shared
Skin_I	HPSI0814i-uepz_3	0	shared
UV_Skin_J	HPSI0814i-uepz_3	0	shared
Culture	HPSI0814i-uepz_4	158.44870210136	shared
Skin_B	HPSI0814i-uepz_4	0	shared
Skin_C	HPSI0814i-uepz_4	184.004944375773	shared
UV_Skin_D	HPSI0814i-uepz_4	142.092707045735	shared
Skin_E	HPSI0814i-uepz_4	0	shared
Skin_F	HPSI0814i-uepz_4	0	shared
Skin_G	HPSI0814i-uepz_4	150.270704573548	shared
Skin_H	HPSI0814i-uepz_4	119.603213844252	shared
Skin_I	HPSI0814i-uepz_4	0	shared
UV_Skin_J	HPSI0814i-uepz_4	0	shared
Culture	HPSI0913i-diku_1	52.1194029850746	shared
Skin_B	HPSI0913i-diku_1	0	shared
Skin_C	HPSI0913i-diku_1	0	shared
UV_Skin_D	HPSI0913i-diku_1	0	shared
Skin_E	HPSI0913i-diku_1	0	shared
Skin_F	HPSI0913i-diku_1	0	shared
Skin_G	HPSI0913i-diku_1	0	shared
Skin_H	HPSI0913i-diku_1	0	shared
Skin_I	HPSI0913i-diku_1	0	shared
UV_Skin_J	HPSI0913i-diku_1	0	shared
Culture	HPSI0913i-eika_2	0	shared
Skin_B	HPSI0913i-eika_2	0	shared
Skin_C	HPSI0913i-eika_2	0	shared
UV_Skin_D	HPSI0913i-eika_2	722.301587301587	shared
Skin_E	HPSI0913i-eika_2	0	shared
Skin_F	HPSI0913i-eika_2	0	shared
Skin_G	HPSI0913i-eika_2	0	shared
Skin_H	HPSI0913i-eika_2	232.724867724868	shared
Skin_I	HPSI0913i-eika_2	0	shared
UV_Skin_J	HPSI0913i-eika_2	1576.79894179894	shared
Culture	HPSI0913i-lise_1	0	shared
Skin_B	HPSI0913i-lise_1	0	shared
Skin_C	HPSI0913i-lise_1	0	shared
UV_Skin_D	HPSI0913i-lise_1	0	shared
Skin_E	HPSI0913i-lise_1	0	shared
Skin_F	HPSI0913i-lise_1	0	shared
Skin_G	HPSI0913i-lise_1	35.8809523809524	shared
Skin_H	HPSI0913i-lise_1	30.4444444444444	shared
Skin_I	HPSI0913i-lise_1	0	shared
UV_Skin_J	HPSI0913i-lise_1	0	shared
Culture	HPSI0913i-lise_3	0	shared
Skin_B	HPSI0913i-lise_3	0	shared
Skin_C	HPSI0913i-lise_3	0	shared
UV_Skin_D	HPSI0913i-lise_3	240.059880239521	shared
Skin_E	HPSI0913i-lise_3	0	shared
Skin_F	HPSI0913i-lise_3	0	shared
Skin_G	HPSI0913i-lise_3	0	shared
Skin_H	HPSI0913i-lise_3	0	shared
Skin_I	HPSI0913i-lise_3	0	shared
UV_Skin_J	HPSI0913i-lise_3	637.80119760479	shared
Culture	HPSI0913i-oapg_5	52.1929824561403	shared
Skin_B	HPSI0913i-oapg_5	0	shared
Skin_C	HPSI0913i-oapg_5	0	shared
UV_Skin_D	HPSI0913i-oapg_5	0	shared
Skin_E	HPSI0913i-oapg_5	0	shared
Skin_F	HPSI0913i-oapg_5	0	shared
Skin_G	HPSI0913i-oapg_5	0	shared
Skin_H	HPSI0913i-oapg_5	0	shared
Skin_I	HPSI0913i-oapg_5	0	shared
UV_Skin_J	HPSI0913i-oapg_5	0	shared
Culture	HPSI0913i-xomm_1	0	shared
Skin_B	HPSI0913i-xomm_1	0	shared
Skin_C	HPSI0913i-xomm_1	0	shared
UV_Skin_D	HPSI0913i-xomm_1	932.955215923227	shared
Skin_E	HPSI0913i-xomm_1	0	shared
Skin_F	HPSI0913i-xomm_1	0	shared
Skin_G	HPSI0913i-xomm_1	0	shared
Skin_H	HPSI0913i-xomm_1	0	shared
Skin_I	HPSI0913i-xomm_1	0	shared
UV_Skin_J	HPSI0913i-xomm_1	1521.76701617203	shared
Culture	HPSI0913i-xomm_2	0	shared
Skin_B	HPSI0913i-xomm_2	0	shared
Skin_C	HPSI0913i-xomm_2	0	shared
UV_Skin_D	HPSI0913i-xomm_2	181.943714821764	shared
Skin_E	HPSI0913i-xomm_2	0	shared
Skin_F	HPSI0913i-xomm_2	0	shared
Skin_G	HPSI0913i-xomm_2	142.143527204503	shared
Skin_H	HPSI0913i-xomm_2	0	shared
Skin_I	HPSI0913i-xomm_2	0	shared
UV_Skin_J	HPSI0913i-xomm_2	0	shared
Culture	HPSI0913i-xomm_3	0	shared
Skin_B	HPSI0913i-xomm_3	0	shared
Skin_C	HPSI0913i-xomm_3	105.193292144748	shared
UV_Skin_D	HPSI0913i-xomm_3	0	shared
Skin_E	HPSI0913i-xomm_3	0	shared
Skin_F	HPSI0913i-xomm_3	0	shared
Skin_G	HPSI0913i-xomm_3	142.617828773169	shared
Skin_H	HPSI0913i-xomm_3	80.4121800529568	shared
Skin_I	HPSI0913i-xomm_3	0	shared
UV_Skin_J	HPSI0913i-xomm_3	0	shared
Culture	HPSI0914i-euts_1	0	shared
Skin_B	HPSI0914i-euts_1	0	shared
Skin_C	HPSI0914i-euts_1	37.6478873239437	shared
UV_Skin_D	HPSI0914i-euts_1	0	shared
Skin_E	HPSI0914i-euts_1	0	shared
Skin_F	HPSI0914i-euts_1	0	shared
Skin_G	HPSI0914i-euts_1	0	shared
Skin_H	HPSI0914i-euts_1	0	shared
Skin_I	HPSI0914i-euts_1	0	shared
UV_Skin_J	HPSI0914i-euts_1	0	shared
Culture	HPSI0914i-euts_3	0	shared
Skin_B	HPSI0914i-euts_3	0	shared
Skin_C	HPSI0914i-euts_3	0	shared
UV_Skin_D	HPSI0914i-euts_3	480.350538106743	shared
Skin_E	HPSI0914i-euts_3	0	shared
Skin_F	HPSI0914i-euts_3	0	shared
Skin_G	HPSI0914i-euts_3	0	shared
Skin_H	HPSI0914i-euts_3	0	shared
Skin_I	HPSI0914i-euts_3	0	shared
UV_Skin_J	HPSI0914i-euts_3	1623.46321106962	shared
Culture	HPSI0914i-gine_2	0	shared
Skin_B	HPSI0914i-gine_2	0	shared
Skin_C	HPSI0914i-gine_2	0	shared
UV_Skin_D	HPSI0914i-gine_2	1559.22898479946	shared
Skin_E	HPSI0914i-gine_2	0	shared
Skin_F	HPSI0914i-gine_2	0	shared
Skin_G	HPSI0914i-gine_2	0	shared
Skin_H	HPSI0914i-gine_2	0	shared
Skin_I	HPSI0914i-gine_2	0	shared
UV_Skin_J	HPSI0914i-gine_2	5440.47884744521	shared
Culture	HPSI0914i-jejf_2	0	shared
Skin_B	HPSI0914i-jejf_2	0	shared
Skin_C	HPSI0914i-jejf_2	150.733902249806	shared
UV_Skin_D	HPSI0914i-jejf_2	0	shared
Skin_E	HPSI0914i-jejf_2	0	shared
Skin_F	HPSI0914i-jejf_2	0	shared
Skin_G	HPSI0914i-jejf_2	150.733902249806	shared
Skin_H	HPSI0914i-jejf_2	115.326609775019	shared
Skin_I	HPSI0914i-jejf_2	162.873545384019	shared
UV_Skin_J	HPSI0914i-jejf_2	0	shared
Culture	HPSI0914i-jejf_3	165.095280498664	shared
Skin_B	HPSI0914i-jejf_3	0	shared
Skin_C	HPSI0914i-jejf_3	0	shared
UV_Skin_D	HPSI0914i-jejf_3	0	shared
Skin_E	HPSI0914i-jejf_3	0	shared
Skin_F	HPSI0914i-jejf_3	0	shared
Skin_G	HPSI0914i-jejf_3	81.7809439002671	shared
Skin_H	HPSI0914i-jejf_3	113.471059661621	shared
Skin_I	HPSI0914i-jejf_3	0	shared
UV_Skin_J	HPSI0914i-jejf_3	0	shared
Culture	HPSI0914i-kajh_2	0	shared
Skin_B	HPSI0914i-kajh_2	0	shared
Skin_C	HPSI0914i-kajh_2	0	shared
UV_Skin_D	HPSI0914i-kajh_2	0	shared
Skin_E	HPSI0914i-kajh_2	0	shared
Skin_F	HPSI0914i-kajh_2	0	shared
Skin_G	HPSI0914i-kajh_2	0	shared
Skin_H	HPSI0914i-kajh_2	31.8024691358025	shared
Skin_I	HPSI0914i-kajh_2	0	shared
UV_Skin_J	HPSI0914i-kajh_2	0	shared
Culture	HPSI0914i-kajh_3	0	shared
Skin_B	HPSI0914i-kajh_3	0	shared
Skin_C	HPSI0914i-kajh_3	0	shared
UV_Skin_D	HPSI0914i-kajh_3	0	shared
Skin_E	HPSI0914i-kajh_3	0	shared
Skin_F	HPSI0914i-kajh_3	0	shared
Skin_G	HPSI0914i-kajh_3	0	shared
Skin_H	HPSI0914i-kajh_3	78.08	shared
Skin_I	HPSI0914i-kajh_3	0	shared
UV_Skin_J	HPSI0914i-kajh_3	0	shared
Culture	HPSI0914i-laey_4	0	shared
Skin_B	HPSI0914i-laey_4	0	shared
Skin_C	HPSI0914i-laey_4	0	shared
UV_Skin_D	HPSI0914i-laey_4	479.929061784897	shared
Skin_E	HPSI0914i-laey_4	0	shared
Skin_F	HPSI0914i-laey_4	0	shared
Skin_G	HPSI0914i-laey_4	144.636155606407	shared
Skin_H	HPSI0914i-laey_4	0	shared
Skin_I	HPSI0914i-laey_4	0	shared
UV_Skin_J	HPSI0914i-laey_4	278.146453089245	shared
Culture	HPSI0914i-laey_6	0	shared
Skin_B	HPSI0914i-laey_6	0	shared
Skin_C	HPSI0914i-laey_6	0	shared
UV_Skin_D	HPSI0914i-laey_6	757.879731466933	shared
Skin_E	HPSI0914i-laey_6	0	shared
Skin_F	HPSI0914i-laey_6	0	shared
Skin_G	HPSI0914i-laey_6	284.331381231253	shared
Skin_H	HPSI0914i-laey_6	262.57648907299	shared
Skin_I	HPSI0914i-laey_6	0	shared
UV_Skin_J	HPSI0914i-laey_6	1860.2962433938	shared
Culture	HPSI0914i-ouvb_2	0	shared
Skin_B	HPSI0914i-ouvb_2	0	shared
Skin_C	HPSI0914i-ouvb_2	0	shared
UV_Skin_D	HPSI0914i-ouvb_2	0	shared
Skin_E	HPSI0914i-ouvb_2	0	shared
Skin_F	HPSI0914i-ouvb_2	0	shared
Skin_G	HPSI0914i-ouvb_2	0	shared
Skin_H	HPSI0914i-ouvb_2	0	shared
Skin_I	HPSI0914i-ouvb_2	0	shared
UV_Skin_J	HPSI0914i-ouvb_2	71.3274336283186	shared
Culture	HPSI0914i-qehq_3	0	shared
Skin_B	HPSI0914i-qehq_3	0	shared
Skin_C	HPSI0914i-qehq_3	47.4336283185841	shared
UV_Skin_D	HPSI0914i-qehq_3	0	shared
Skin_E	HPSI0914i-qehq_3	0	shared
Skin_F	HPSI0914i-qehq_3	0	shared
Skin_G	HPSI0914i-qehq_3	0	shared
Skin_H	HPSI0914i-qehq_3	0	shared
Skin_I	HPSI0914i-qehq_3	0	shared
UV_Skin_J	HPSI0914i-qehq_3	0	shared
Culture	HPSI0914i-qehq_7	0	shared
Skin_B	HPSI0914i-qehq_7	0	shared
Skin_C	HPSI0914i-qehq_7	0	shared
UV_Skin_D	HPSI0914i-qehq_7	146.527960526316	shared
Skin_E	HPSI0914i-qehq_7	0	shared
Skin_F	HPSI0914i-qehq_7	0	shared
Skin_G	HPSI0914i-qehq_7	0	shared
Skin_H	HPSI0914i-qehq_7	0	shared
Skin_I	HPSI0914i-qehq_7	0	shared
UV_Skin_J	HPSI0914i-qehq_7	292.543585526316	shared
Culture	HPSI0914i-rejf_2	0	shared
Skin_B	HPSI0914i-rejf_2	0	shared
Skin_C	HPSI0914i-rejf_2	54.1742738589212	shared
UV_Skin_D	HPSI0914i-rejf_2	0	shared
Skin_E	HPSI0914i-rejf_2	0	shared
Skin_F	HPSI0914i-rejf_2	0	shared
Skin_G	HPSI0914i-rejf_2	0	shared
Skin_H	HPSI0914i-rejf_2	48.3319502074689	shared
Skin_I	HPSI0914i-rejf_2	53.643153526971	shared
UV_Skin_J	HPSI0914i-rejf_2	0	shared
Culture	HPSI0914i-suop_2	0	shared
Skin_B	HPSI0914i-suop_2	0	shared
Skin_C	HPSI0914i-suop_2	0	shared
UV_Skin_D	HPSI0914i-suop_2	212.958939264329	shared
Skin_E	HPSI0914i-suop_2	0	shared
Skin_F	HPSI0914i-suop_2	0	shared
Skin_G	HPSI0914i-suop_2	0	shared
Skin_H	HPSI0914i-suop_2	0	shared
Skin_I	HPSI0914i-suop_2	0	shared
UV_Skin_J	HPSI0914i-suop_2	196.616766467066	shared
Culture	HPSI0914i-suop_5	0	shared
Skin_B	HPSI0914i-suop_5	186.892389525368	shared
Skin_C	HPSI0914i-suop_5	0	shared
UV_Skin_D	HPSI0914i-suop_5	615.229541734861	shared
Skin_E	HPSI0914i-suop_5	0	shared
Skin_F	HPSI0914i-suop_5	0	shared
Skin_G	HPSI0914i-suop_5	0	shared
Skin_H	HPSI0914i-suop_5	227.806669394435	shared
Skin_I	HPSI0914i-suop_5	0	shared
UV_Skin_J	HPSI0914i-suop_5	1162.26861702128	shared
Culture	HPSI0914i-vaka_5	0	shared
Skin_B	HPSI0914i-vaka_5	0	shared
Skin_C	HPSI0914i-vaka_5	0	shared
UV_Skin_D	HPSI0914i-vaka_5	0	shared
Skin_E	HPSI0914i-vaka_5	0	shared
Skin_F	HPSI0914i-vaka_5	0	shared
Skin_G	HPSI0914i-vaka_5	0	shared
Skin_H	HPSI0914i-vaka_5	76.5120274914089	shared
Skin_I	HPSI0914i-vaka_5	0	shared
UV_Skin_J	HPSI0914i-vaka_5	0	shared
Culture	HPSI0914i-yuvg_2	0	shared
Skin_B	HPSI0914i-yuvg_2	0	shared
Skin_C	HPSI0914i-yuvg_2	0	shared
UV_Skin_D	HPSI0914i-yuvg_2	1448.1974853311	shared
Skin_E	HPSI0914i-yuvg_2	0	shared
Skin_F	HPSI0914i-yuvg_2	0	shared
Skin_G	HPSI0914i-yuvg_2	0	shared
Skin_H	HPSI0914i-yuvg_2	0	shared
Skin_I	HPSI0914i-yuvg_2	0	shared
UV_Skin_J	HPSI0914i-yuvg_2	3974.15825649623	shared
Culture	HPSI0914i-zerv_7	0	shared
Skin_B	HPSI0914i-zerv_7	0	shared
Skin_C	HPSI0914i-zerv_7	0	shared
UV_Skin_D	HPSI0914i-zerv_7	189.007202881152	shared
Skin_E	HPSI0914i-zerv_7	0	shared
